,Name of compound,Compound ID,molecular_weight,molecular_formula,SMILES
757,Niraparib,Compound(24958200),320.4,C19H20N4O,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
758,Nitisinone,Compound(115355),329.23,C14H10F3NO5,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
759,Nitrazepam,Compound(4506),281.27,C15H11N3O3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
760,Nitrofurantoin,Compound(6604200),238.16,C8H6N4O5,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
761,Nitrous Oxide,Compound(948),44.013000000000005,N2O,[N-]=[N+]=O
762,Nizatidine,Compound(3033637),331.5,C12H21N5O2S2,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
763,Nonoxinol,Compound(7700),264.4,C17H28O2,CCCCCCCCCC1=CC=C(C=C1)OCCO
764,Norethisterone,Compound(6230),298.4,C20H26O2,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
765,Nortriptyline,Compound(4543),263.4,C19H21N,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
767,Nystatin,Compound(6433272),926.1,C47H75NO17,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
768,Obeticholic Acid,Compound(447715),420.6,C26H44O4,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O
770,Ofloxacin,Compound(4583),361.4,C18H20FN3O4,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
771,Olanzapine,Compound(135398745),312.4,C17H20N4S,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
772,Olanzapine Embonate,Compound(135566032),718.8,C40H38N4O7S,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O
773,Olaparib,Compound(23725625),434.5,C24H23FN4O3,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
774,Olmesartan Medoxomil,Compound(130881),558.6,C29H30N6O6,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
775,Olodaterol,Compound(11504295),386.4,C21H26N2O5,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O
776,Olopatadine,Compound(5281071),337.4,C21H23NO3,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
777,Olsalazine Sodium,Compound(135413505),346.2,C14H8N2Na2O6,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+]
778,Omeprazole,Compound(4594),345.4,C17H19N3O3S,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
779,Ondansetron,Compound(4595),293.4,C18H19N3O,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
780,Opicapone,Compound(135565903),413.2,C15H10Cl2N4O6,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
781,Orlistat,Compound(3034010),495.7,C29H53NO5,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
782,Orphenadrine Hydrochloride,Compound(9568),305.8,C18H24ClNO,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
783,Oseltamivir,Compound(65028),312.4,C16H28N2O4,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
784,Osimertinib,Compound(71496458),499.6,C28H33N7O2,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
785,Ospemifene,Compound(3036505),378.9,C24H23ClO2,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
786,Oxaliplatin,Compound(43805),395.3,C8H12N2O4Pt,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4]
787,Oxazepam,Compound(4616),286.71,C15H11ClN2O2,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
788,Oxcarbazepine,Compound(34312),252.27,C15H12N2O2,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
790,Oxybuprocaine Hydrochloride,Compound(6420040),344.9,C17H29ClN2O3,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl
791,Oxybutynin Hydrochloride,Compound(91505),393.9,C22H32ClNO3,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl
792,Oxycodone Hydrochloride,Compound(5462350),351.8,C18H22ClNO4,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl
793,Oxymetholone,Compound(5281034),332.5,C21H32O3,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
794,Oxytetracycline,Compound(54675779),460.4,C22H24N2O9,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
796,Paclitaxel,Compound(36314),853.9,C47H51NO14,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
797,Palbociclib,Compound(5330286),447.5,C24H29N7O2,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
798,Paliperidone,Compound(115237),426.5,C23H27FN4O3,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
799,Palonosetron,Compound(6337614),296.4,C19H24N2O,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
800,Pamidronate Disodium,Compound(73351),279.03,C3H9NNa2O7P2,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
802,Pancuronium Bromide,Compound(27350),732.7,C35H60Br2N2O4,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
803,Panobinostat,Compound(6918837),349.4,C21H23N3O2,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
804,Pantoprazole,Compound(4679),383.4,C16H15F2N3O4S,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
805,Paracetamol,Compound(1983),151.16,C8H9NO2,CC(=O)NC1=CC=C(C=C1)O
806,Parecoxib,Compound(119828),370.4,C19H18N2O4S,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
808,Paricalcitol,Compound(5281104),416.6,C27H44O3,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
809,Paroxetine,Compound(43815),329.4,C19H20FNO3,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
812,Pazopanib,Compound(10113978),437.5,C21H23N7O2S,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
814,Pegfilgrastim,Compound(70683024),730.7,C27H46N4O19,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C
816,Pemetrexed,Compound(135410875),427.4,C20H21N5O6,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
817,Penicillamine,Compound(5852),149.21,C5H11NO2S,CC(C)(C(C(=O)O)N)S
818,Pentamidine Isetionate,Compound(8813),592.7,C23H36N4O10S2,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
819,Pentazocine,Compound(441278),285.4,C19H27NO,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
821,Pentostatin,Compound(439693),268.27,C11H16N4O4,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
822,Pentoxifylline,Compound(4740),278.31,C13H18N4O3,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
823,Perampanel,Compound(9924495),349.4,C23H15N3O,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4
824,Pericyazine,Compound(4747),365.5,C21H23N3OS,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
825,Perindopril Arginine,Compound(12068809),542.7,C25H46N6O7,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.C(CC(C(=O)O)N)CN=C(N)N
826,Perindopril Erbumine,Compound(441313),441.6,C23H43N3O5,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N
827,Permethrin,Compound(40326),391.3,C21H20Cl2O3,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
828,Pethidine Hydrochloride,Compound(5750),283.79,C15H22ClNO2,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl
829,Phenelzine,Compound(3675),136.19,C8H12N2,C1=CC=C(C=C1)CCNN
830,Phenindione,Compound(4760),222.24,C15H10O2,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
831,Phenobarbital,Compound(4763),232.23,C12H12N2O3,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
832,Phenol,Compound(996),94.11,C6H6O,C1=CC=C(C=C1)O
833,Phenoxybenzamine Hydrochloride,Compound(5284441),340.3,C18H23Cl2NO,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl
834,Phenoxymethylpenicillin,Compound(6869),350.4,C16H18N2O5S,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
835,Phenylephrine Hydrochloride,Compound(5284443),203.66,C9H14ClNO2,CNCC(C1=CC(=CC=C1)O)O.Cl
836,Phenytoin,Compound(1775),252.27,C15H12N2O2,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
837,Pholcodine,Compound(5311356),398.5,C23H30N2O4,CN1CCC23C4C1CC5=C2C(=C(C=C5)OCCN6CCOCC6)OC3C(C=C4)O
838,Phosphate,Compound(1061),94.971,O4P-3,[O-]P(=O)([O-])[O-]
839,Phytomenadione,Compound(5284607),450.7,C31H46O2,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
840,Pilocarpine,Compound(5910),208.26,C11H16N2O2,CCC1C(COC1=O)CC2=CN=CN2C
841,Pimecrolimus,Compound(6509979),810.4,C43H68ClNO11,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
842,Pimozide,Compound(16362),461.5,C28H29F2N3O,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
843,Pindolol,Compound(4828),248.32,C14H20N2O2,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
844,Pioglitazone,Compound(4829),356.4,C19H20N2O3S,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
845,Piracetam,Compound(4843),142.16,C6H10N2O2,C1CC(=O)N(C1)CC(=O)N
846,Pirfenidone,Compound(40632),185.22,C12H11NO,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
847,Piroxicam,Compound(54676228),331.3,C15H13N3O4S,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
848,Pitolisant,Compound(9948102),295.8,C17H26ClNO,C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl
849,Pivmecillinam Hydrochloride,Compound(115162),476.0,C21H34ClN3O5S,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C.Cl
850,Pixantrone,Compound(134019),325.4,C17H19N5O2,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN
851,Pizotifen,Compound(27400),295.4,C19H21NS,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
852,Plerixafor,Compound(65015),502.8,C28H54N8,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
853,Podophyllotoxin,Compound(10607),414.4,C22H22O8,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
854,Polyvinyl Alcohol,Compound(11199),44.05,C2H4O,C=CO
855,Pomalidomide,Compound(134780),273.24,C13H11N3O4,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
856,Ponatinib,Compound(24826799),532.6,C29H27F3N6O,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
857,Porfimer Sodium,Compound(137321858),605.7,C34H38N4NaO5+,CCC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=N5)C=C1N2)C)C(C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C.[Na+]
858,Posaconazole,Compound(468595),700.8,C37H42F2N8O4,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
859,Potassium Aminobenzoate,Compound(23663633),175.23,C7H6KNO2,C1=CC=C(C(=C1)C(=O)[O-])N.[K+]
860,Potassium Chloride,Compound(4873),74.55,ClK,[Cl-].[K+]
861,Potassium Permanganate,Compound(516875),158.034,KMnO4,[O-][Mn](=O)(=O)=O.[K+]
862,Pralidoxime Chloride,Compound(135445761),172.61,C7H9ClN2O,C[N+]1=CC=CC=C1C=NO.[Cl-]
863,Pramipexole,Compound(119570),211.33,C10H17N3S,CCCNC1CCC2=C(C1)SC(=N2)N
864,Prasterone,Compound(5881),288.4,C19H28O2,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
865,Prasugrel,Compound(6918456),373.4,C20H20FNO3S,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
866,Pravastatin Sodium,Compound(16759173),446.5,C23H35NaO7,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]
867,Praziquantel,Compound(4891),312.4,C19H24N2O2,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
868,Prazosin,Compound(4893),383.4,C19H21N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
869,Prednisolone,Compound(5755),360.4,C21H28O5,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
870,Pregabalin,Compound(5486971),159.23,C8H17NO2,CC(C)CC(CC(=O)O)CN
871,Prilocaine Hydrochloride,Compound(92163),256.77,C13H21ClN2O,CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl
872,Primaquine,Compound(4908),259.35,C15H21N3O,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
873,Primidone,Compound(4909),218.25,C12H14N2O2,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
874,Procarbazine,Compound(4915),221.3,C12H19N3O,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
875,Prochlorperazine,Compound(4917),373.9,C20H24ClN3S,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
876,Procyclidine Hydrochloride,Compound(207841),323.9,C19H30ClNO,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl
877,Proflavine,Compound(7099),209.25,C13H11N3,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
878,Progesterone,Compound(5994),314.5,C21H30O2,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
879,Proguanil Hydrochloride,Compound(9570076),290.19,C11H17Cl2N5,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl.Cl
880,Promazine Hydrochloride,Compound(5887),320.9,C17H21ClN2S,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl
881,Promethazine Hydrochloride,Compound(6014),320.9,C17H21ClN2S,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
882,Promethazine Teoclate,Compound(63030),499.0,C24H27ClN6O2S,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl
883,Propafenone Hydrochloride,Compound(36708),377.9,C21H28ClNO3,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl
884,Propamidine Isetionate,Compound(67413),564.6,C21H32N4O10S2,C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
885,Propantheline Bromide,Compound(9279),448.4,C23H30BrNO3,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]
886,Propiverine Hydrochloride,Compound(441412),403.9,C23H30ClNO3,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C.Cl
887,Propofol,Compound(4943),178.27,C12H18O,CC(C)C1=C(C(=CC=C1)C(C)C)O
888,Propranolol Hydrochloride,Compound(62882),295.8,C16H22ClNO2,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl
889,Propylthiouracil,Compound(657298),170.23,C7H10N2OS,CCCC1=CC(=O)NC(=S)N1
892,Proxymetacaine Hydrochloride,Compound(517321),330.8,C16H27ClN2O3,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl
893,Prucalopride,Compound(3052762),367.9,C18H26ClN3O3,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl
894,Pseudoephedrine Hydrochloride,Compound(9581),201.69,C10H16ClNO,CC(C(C1=CC=CC=C1)O)NC.Cl
895,Pyrazinamide,Compound(1046),123.11,C5H5N3O,C1=CN=C(C=N1)C(=O)N
896,Pyridostigmine Bromide,Compound(7550),261.12,C9H13BrN2O2,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
897,Pyridoxine Hydrochloride,Compound(6019),205.64,C8H12ClNO3,CC1=NC=C(C(=C1O)CO)CO.Cl
898,Pyrimethamine,Compound(4993),248.71,C12H13ClN4,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
899,Quetiapine,Compound(5002),383.5,C21H25N3O2S,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
900,Quinagolide,Compound(3086401),395.6,C20H33N3O3S,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC
901,Quinapril,Compound(54892),438.5,C25H30N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
902,Quinine,Compound(3034034),324.4,C20H24N2O2,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
903,Rabeprazole Sodium,Compound(14720269),381.4,C18H20N3NaO3S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]
904,Raloxifene Hydrochloride,Compound(54900),510.0,C28H28ClNO4S,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl
905,Raltegravir,Compound(54671008),444.4,C20H21FN6O5,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
906,Raltitrexed,Compound(135400182),458.5,C21H22N4O6S,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1
907,Ramipril,Compound(5362129),416.5,C23H32N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
908,Ranitidine,Compound(3001055),314.41,C13H22N4O3S,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
909,Ranolazine,Compound(56959),427.5,C24H33N3O4,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
910,Rasagiline,Compound(3052776),171.24,C12H13N,C#CCNC1CCC2=CC=CC=C12
912,Reboxetine,Compound(127151),313.4,C19H23NO3,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3
913,Regorafenib,Compound(11167602),482.8,C21H15ClF4N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
914,Remdesivir,Compound(121304016),602.6,C27H35N6O8P,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
915,Remifentanil,Compound(60815),376.4,C20H28N2O5,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
916,Repaglinide,Compound(65981),452.6,C27H36N2O4,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
917,Ribavirin,Compound(37542),244.2,C8H12N4O5,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
918,Ribociclib,Compound(44631912),434.5,C23H30N8O,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
919,Rifabutin,Compound(135398743),847.0,C46H62N4O11,CC1C=CC=C(C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)O)C
920,Rifampicin,Compound(135398735),822.9,C43H58N4O12,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
921,Rifaximin,Compound(6436173),785.9,C43H51N3O11,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
922,Rilpivirine,Compound(6451164),366.4,C22H18N6,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
923,Riluzole,Compound(5070),234.2,C8H5F3N2OS,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
924,Riociguat,Compound(11304743),422.4,C20H19FN8O2,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
925,Risedronate Sodium,Compound(4194514),305.09,C7H10NNaO7P2,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+]
926,Risperidone,Compound(5073),410.5,C23H27FN4O2,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
927,Ritonavir,Compound(392622),720.9,C37H48N6O5S2,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
928,Rivaroxaban,Compound(9875401),435.9,C19H18ClN3O5S,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
929,Rivastigmine,Compound(77991),250.34,C14H22N2O2,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
930,Rizatriptan,Compound(5078),269.34,C15H19N5,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
931,Rocuronium Bromide,Compound(441351),609.7,C32H53BrN2O4,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-]
932,Roflumilast,Compound(449193),403.2,C17H14Cl2F2N2O3,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
933,Rolapitant,Compound(10311306),500.5,C25H26F6N2O2,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4
935,Ropinirole,Compound(5095),260.37,C16H24N2O,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
936,Ropivacaine Hydrochloride,Compound(175804),310.9,C17H27ClN2O,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl
937,Rosuvastatin,Compound(446157),481.5,C22H28FN3O6S,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
938,Rotigotine,Compound(59227),315.5,C19H25NOS,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
939,Rucaparib,Compound(9931954),323.4,C19H18FN3O,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
940,Rufinamide,Compound(129228),238.19,C10H8F2N4O,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
941,Rupatadine,Compound(133017),416.0,C26H26ClN3,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
942,Ruxolitinib,Compound(25126798),306.4,C17H18N6,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
943,Safinamide,Compound(131682),302.34,C17H19FN2O2,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
